,price,discount,promotion_intensity,footfall,ad_spend,competitor_price,stock_level,weather_index,customer_sentiment,return_rate
0,45.1974540240199,5.5142594053482386,4.062653131382324,277.0174844112193,2559.073869820405,44.255411144865015,1176.9813965230196,7.44219354363492,1.0217623278536645,0.06738824991892223
1,49.3275118615309,6.57203541653068,4.964656859690898,250.76071433247958,2536.417155288061,50.331703810921,1219.359497103225,6.7595097300065685,0.9751419009453282,0.08271913078818333
2,47.32845700442001,6.9727126665304775,4.363190770441785,263.1304779155039,2552.952355733409,49.285995590150485,1263.8227382310322,5.941689379441018,0.8715673228220822,0.061600302557369174
3,50.96453756162984,4.8082338496351,3.5779880616740622,297.6039178125058,2605.398825592603,46.83993601978309,1182.4353778424875,8.517014301661233,1.0713004244831732,0.05221528584047363
4,44.53021330035562,8.180215891669587,4.966637767996007,208.93169113700634,2432.4856829206087,45.336500217809785,1178.5132626061982,8.422473219792542,1.0685152419851898,0.05797487445582312
5,40.448068348178026,9.704521623175093,5.750567124481534,231.62885048461317,2455.7697075414585,39.604273680672875,1171.140072157425,7.584729929706598,1.010520161869403,0.06201176504997887
6,48.733995565017516,6.3421394425523445,3.823452637780486,282.03957566026776,2631.3980342112586,45.48949901697367,1221.816993815576,7.388817159307102,0.9670956901790831,0.06564449708990484
7,33.27590767157224,7.59702026773695,4.501063166576482,270.46351184686256,2633.8936609503276,30.599769311019273,1279.2529171020813,7.64647704498979,1.0360794824514017,0.07245983067390704
8,46.75149918229018,7.862711935216133,5.395278236979288,255.96503878497947,2566.192073131124,47.9156201958362,1229.0796573738385,7.639482113127002,1.0122375234251586,0.058930492182924926
9,36.88567978733679,9.702385444561582,5.9878386072270695,221.34660175925524,2515.390854733969,32.45673460087492,1207.2740444456897,7.068327398369129,1.0574473766278742,0.07237326418958778
10,51.88387311360871,4.76876991946703,3.836931465069535,222.16139245156586,2432.4581037853013,49.881543348399454,1193.1743198389458,7.398155161290192,0.8788308973174666,0.05027236784934608
11,65.61424620408015,0.30850263032582514,0.7880505577876551,204.56838708579858,2461.1665657070935,64.77837216381852,1204.2343862837283,7.456299811870677,0.8100277713275501,0.049132424913833364
12,58.88421613804863,7.190762444846037,4.956231284253571,264.0438776368866,2477.620635724661,60.793671712520826,1220.3077168251177,6.379850428586462,1.0557709422181467,0.07166769881753846
13,72.37001414758704,4.373829284778202,2.9267010641338214,146.23166838973955,2382.238891607263,71.52701226431392,1163.791827026771,8.098679129517281,1.0426941596476145,0.035714318103289705
14,75.68012466695043,0.41699771042163847,0.37414659196384914,145.34658201217923,2262.6522155016505,74.84369188557949,1155.8239215978836,6.049870769399901,0.7856189480972454,0.06615893328475533
15,65.7666780694043,4.851882628966456,3.9389028271185174,239.1229970092741,2484.5453870263436,64.73406524895516,1185.2637672119001,8.862298122240217,1.0371028841527592,0.04608355636140506
16,48.10957832891635,5.891365762875074,4.146196902496025,191.58083448201262,2477.471944227416,52.575617978751666,1220.193657905727,6.800633460966136,0.8850272176824409,0.06895199771686895
17,44.670386294223015,9.750235229519657,5.4105179358553706,266.50271914630287,2571.2283987986666,50.08968064921415,1224.8548673853466,8.298328289971375,0.9292737301290269,0.07082686464385952
18,44.67347649847669,5.842879311694064,4.050742064096434,198.9099526324326,2511.0315974583546,45.28051832399544,1226.3734412287718,8.465001001568822,1.0380813782187963,0.07383523090639155
19,57.58231324479333,4.7231912814583,3.147163419481274,168.54251766532414,2344.469279614362,51.02430822438971,1179.3467024256856,7.503372299414519,0.9079538915298281,0.06227504011207187
20,48.86097608053066,10.427708520455417,4.393979796368121,295.9155104849069,2603.760251517223,50.89876593540224,1237.1102585282035,9.597371702543995,0.9198611922486716,0.08121515574672045
21,52.73764359865553,8.439937906409195,5.51346206978342,277.4078694134779,2531.581935991472,49.40924368104499,1194.5760108194772,7.874449101975017,0.685386124370335,0.09986006151727832
22,63.28374325951788,6.053230497039197,4.656419676236462,292.9372147013694,2555.56570690902,64.28990025265773,1201.6629788088658,5.790167787706664,0.9042923100122644,0.07004253291776912
23,47.886827623816224,7.293797508802389,4.5959534101945545,155.89826735040396,2290.7164462786063,45.027389356593915,1175.1027524207448,10.246118038663639,0.9472749246708667,0.07452026210332693
24,63.634111109432574,6.778738228576805,4.951849437146607,247.40558875906444,2550.085518697391,59.999840710412975,1237.5242300302712,9.419783952475843,1.0262445319281535,0.05277659182301523
25,39.48084855127064,7.83144825457488,5.00626888344416,258.4394612116416,2502.154046976368,39.35791437892001,1178.6757525455596,7.1651282597249795,0.9936227254121114,0.05512291504525858
26,59.536892825683466,5.883757525949251,3.6380743196063974,214.54435395650154,2476.1194142471986,60.95890151997311,1203.714681070808,8.662528082913132,0.9597975608389832,0.06608961866306808
27,54.94796287835361,5.122696904951764,4.7952270417982215,278.5814479238411,2612.6815910351306,46.87173803124706,1176.1082757623947,6.776815362346937,0.9605281171090686,0.0495118582964126
28,49.79131772229526,6.172976939652804,3.981678745686766,244.71173888478316,2625.6571909803524,46.2536652041273,1241.7171197105604,8.235814958289577,0.9233324194597664,0.085270837729598
29,61.438270469387696,4.362274740219852,3.8523960692448345,271.3537513022563,2566.449890461512,63.71030456369473,1231.8666816354064,7.422518758522417,1.0518082715507955,0.05891719314689013
30,43.208636922954994,7.9942042253757934,4.899448039152529,246.36238979372354,2557.8632210910414,40.51794518935909,1244.3177570397784,7.752342357938816,1.0209402017528757,0.07059540431960101
31,27.1239197444729,14.291980536445989,4.852377029060966,283.0009071629556,2653.30982798312,22.943078975799253,1243.7262431112733,7.3045554366730645,0.8854210581475387,0.09222196765385367
32,60.0524677529337,7.118104166149223,4.689331132569957,263.06947134690574,2496.0507782692375,58.918547129979025,1203.7039556611362,8.636694570444277,1.0205921641263385,0.034339390412015405
33,71.45389407882074,5.330061652678603,3.505810119634044,174.95685464155648,2385.0943153633393,77.07853744698076,1205.8558076172715,6.750191571372829,1.0533192417238781,0.030895085022147203
